augmentation_id,source_instruction_id,group_id,instruction,is_original,primary_mode,secondary_mode,confidence,review_status,split,episode_count,step_count,sample_weight,notes
155,6,maniskill_task_6,lift the red cube and stack it on the green cube.,FALSE,navigation,,inherited,assistant_reviewed,train,178,"26,009",0.357,Stack the red cube directly on the green cube; label inherited from source task.
156,6,maniskill_task_6,position the red cube on top of the green one.,FALSE,navigation,,inherited,assistant_reviewed,train,178,"26,009",0.357,Stack the red cube directly on the green cube; label inherited from source task.
157,6,maniskill_task_6,place the red block directly over the green block to form a stack.,FALSE,navigation,,inherited,assistant_reviewed,train,178,"26,009",0.357,Stack the red cube directly on the green cube; label inherited from source task.
158,6,maniskill_task_6,stack the cubes with red on top of green.,FALSE,navigation,,inherited,assistant_reviewed,train,178,"26,009",0.357,Stack the red cube directly on the green cube; label inherited from source task.
159,6,maniskill_task_6,put the red block onto the top face of the green block.,FALSE,navigation,,inherited,assistant_reviewed,train,178,"26,009",0.357,Stack the red cube directly on the green cube; label inherited from source task.
160,6,maniskill_task_6,move the red cube onto the green cube and stack them.,FALSE,navigation,,inherited,assistant_reviewed,train,178,"26,009",0.357,Stack the red cube directly on the green cube; label inherited from source task.
161,6,maniskill_task_6,arrange the cubes so the red cube rests on the green cube.,FALSE,navigation,,inherited,assistant_reviewed,train,178,"26,009",0.357,Stack the red cube directly on the green cube; label inherited from source task.
162,6,maniskill_task_6,set the red block on top of the green block.,FALSE,navigation,,inherited,assistant_reviewed,train,178,"26,009",0.357,Stack the red cube directly on the green cube; label inherited from source task.
163,6,maniskill_task_6,place the green cube underneath the red cube by stacking the red one on it.,FALSE,navigation,,inherited,assistant_reviewed,train,178,"26,009",0.357,Stack the red cube directly on the green cube; label inherited from source task.
164,6,maniskill_task_6,make a stack with the red cube above the green cube.,FALSE,navigation,,inherited,assistant_reviewed,train,178,"26,009",0.357,Stack the red cube directly on the green cube; label inherited from source task.
165,6,maniskill_task_6,position the red cube securely on the green cube.,FALSE,navigation,,inherited,assistant_reviewed,train,178,"26,009",0.357,Stack the red cube directly on the green cube; label inherited from source task.
166,6,maniskill_task_6,lift and place the red block on the top of the green block.,FALSE,navigation,,inherited,assistant_reviewed,train,178,"26,009",0.357,Stack the red cube directly on the green cube; label inherited from source task.
167,6,maniskill_task_6,put the red cube directly on the green cube's top surface.,FALSE,navigation,,inherited,assistant_reviewed,train,178,"26,009",0.357,Stack the red cube directly on the green cube; label inherited from source task.
168,6,maniskill_task_6,"stack red over green, with the red cube on top.",FALSE,navigation,,inherited,assistant_reviewed,train,178,"26,009",0.357,Stack the red cube directly on the green cube; label inherited from source task.
169,6,maniskill_task_6,move the red block onto the green block to create a two-cube stack.,FALSE,navigation,,inherited,assistant_reviewed,train,178,"26,009",0.357,Stack the red cube directly on the green cube; label inherited from source task.
170,6,maniskill_task_6,place the red cube atop the green cube.,FALSE,navigation,,inherited,assistant_reviewed,train,178,"26,009",0.357,Stack the red cube directly on the green cube; label inherited from source task.
171,6,maniskill_task_6,arrange the red cube so it rests above the green cube.,FALSE,navigation,,inherited,assistant_reviewed,train,178,"26,009",0.357,Stack the red cube directly on the green cube; label inherited from source task.
172,6,maniskill_task_6,set the red cube down on the top face of the green cube.,FALSE,navigation,,inherited,assistant_reviewed,train,178,"26,009",0.357,Stack the red cube directly on the green cube; label inherited from source task.
173,6,maniskill_task_6,form a stack by placing red on green.,FALSE,navigation,,inherited,assistant_reviewed,train,178,"26,009",0.357,Stack the red cube directly on the green cube; label inherited from source task.
174,6,maniskill_task_6,put the red cube on the green cube without reversing their order.,FALSE,navigation,,inherited,assistant_reviewed,train,178,"26,009",0.357,Stack the red cube directly on the green cube; label inherited from source task.
175,6,maniskill_task_6,stack the red block above the green block.,FALSE,navigation,,inherited,assistant_reviewed,train,178,"26,009",0.357,Stack the red cube directly on the green cube; label inherited from source task.
176,6,maniskill_task_6,position red as the upper cube and green as the lower cube.,FALSE,navigation,,inherited,assistant_reviewed,train,178,"26,009",0.357,Stack the red cube directly on the green cube; label inherited from source task.
177,6,maniskill_task_6,place the red cube over the green cube to make a stable stack.,FALSE,navigation,,inherited,assistant_reviewed,train,178,"26,009",0.357,Stack the red cube directly on the green cube; label inherited from source task.
178,6,maniskill_task_6,move the red cube onto the top of the green cube.,FALSE,navigation,,inherited,assistant_reviewed,train,178,"26,009",0.357,Stack the red cube directly on the green cube; label inherited from source task.
179,6,maniskill_task_6,build a two-cube stack with green below red.,FALSE,navigation,,inherited,assistant_reviewed,train,178,"26,009",0.357,Stack the red cube directly on the green cube; label inherited from source task.
180,6,maniskill_task_6,set the red cube on the green one so that red is on top.,FALSE,navigation,,inherited,assistant_reviewed,train,178,"26,009",0.357,Stack the red cube directly on the green cube; label inherited from source task.
181,7,maniskill_task_7,insert the peg into the horizontal hole in a box.,TRUE,navigation,,source_label,source,train,155,"23,988",0.357,Insert the peg into the horizontal hole in a box; label inherited from source task.
182,7,maniskill_task_7,put the peg into the box's horizontal hole.,FALSE,navigation,,inherited,assistant_reviewed,train,155,"23,988",0.357,Insert the peg into the horizontal hole in a box; label inherited from source task.
183,7,maniskill_task_7,insert the peg through the horizontally oriented hole in the box.,FALSE,navigation,,inherited,assistant_reviewed,train,155,"23,988",0.357,Insert the peg into the horizontal hole in a box; label inherited from source task.
184,7,maniskill_task_7,align the peg with the horizontal opening and push it into the box.,FALSE,navigation,,inherited,assistant_reviewed,train,155,"23,988",0.357,Insert the peg into the horizontal hole in a box; label inherited from source task.
185,7,maniskill_task_7,place the peg inside the horizontal hole on the box.,FALSE,navigation,,inherited,assistant_reviewed,train,155,"23,988",0.357,Insert the peg into the horizontal hole in a box; label inherited from source task.
186,7,maniskill_task_7,fit the peg into the box opening that runs horizontally.,FALSE,navigation,,inherited,assistant_reviewed,train,155,"23,988",0.357,Insert the peg into the horizontal hole in a box; label inherited from source task.
187,7,maniskill_task_7,guide the peg into the horizontal hole in the box.,FALSE,navigation,,inherited,assistant_reviewed,train,155,"23,988",0.357,Insert the peg into the horizontal hole in a box; label inherited from source task.
188,7,maniskill_task_7,push the peg into the horizontally aligned box hole.,FALSE,navigation,,inherited,assistant_reviewed,train,155,"23,988",0.357,Insert the peg into the horizontal hole in a box; label inherited from source task.
189,7,maniskill_task_7,insert the peg into the box through its horizontal opening.,FALSE,navigation,,inherited,assistant_reviewed,train,155,"23,988",0.357,Insert the peg into the horizontal hole in a box; label inherited from source task.
190,7,maniskill_task_7,align and place the peg in the box's horizontal socket.,FALSE,navigation,,inherited,assistant_reviewed,train,155,"23,988",0.357,Insert the peg into the horizontal hole in a box; label inherited from source task.
191,7,maniskill_task_7,fit the peg inside the horizontal opening of the box.,FALSE,navigation,,inherited,assistant_reviewed,train,155,"23,988",0.357,Insert the peg into the horizontal hole in a box; label inherited from source task.
192,7,maniskill_task_7,put the peg through the hole oriented horizontally on the box.,FALSE,navigation,,inherited,assistant_reviewed,train,155,"23,988",0.357,Insert the peg into the horizontal hole in a box; label inherited from source task.
193,7,maniskill_task_7,move the peg into alignment with the horizontal hole and insert it.,FALSE,navigation,,inherited,assistant_reviewed,train,155,"23,988",0.357,Insert the peg into the horizontal hole in a box; label inherited from source task.
194,7,maniskill_task_7,guide the peg through the box's horizontally oriented opening.,FALSE,navigation,,inherited,assistant_reviewed,train,155,"23,988",0.357,Insert the peg into the horizontal hole in a box; label inherited from source task.
195,7,maniskill_task_7,place the peg into the horizontal socket on the box.,FALSE,navigation,,inherited,assistant_reviewed,train,155,"23,988",0.357,Insert the peg into the horizontal hole in a box; label inherited from source task.
196,7,maniskill_task_7,insert the peg straight into the horizontal box opening.,FALSE,navigation,,inherited,assistant_reviewed,train,155,"23,988",0.357,Insert the peg into the horizontal hole in a box; label inherited from source task.
197,7,maniskill_task_7,push the peg through the horizontal hole in the box.,FALSE,navigation,,inherited,assistant_reviewed,train,155,"23,988",0.357,Insert the peg into the horizontal hole in a box; label inherited from source task.
198,7,maniskill_task_7,fit the peg into the horizontally positioned hole.,FALSE,navigation,,inherited,assistant_reviewed,train,155,"23,988",0.357,Insert the peg into the horizontal hole in a box; label inherited from source task.
199,7,maniskill_task_7,align the peg to the box's horizontal hole and place it inside.,FALSE,navigation,,inherited,assistant_reviewed,train,155,"23,988",0.357,Insert the peg into the horizontal hole in a box; label inherited from source task.
200,7,maniskill_task_7,put the peg inside the opening that is horizontal on the box.,FALSE,navigation,,inherited,assistant_reviewed,train,155,"23,988",0.357,Insert the peg into the horizontal hole in a box; label inherited from source task.
201,7,maniskill_task_7,insert the peg into the correct horizontal opening of the box.,FALSE,navigation,,inherited,assistant_reviewed,train,155,"23,988",0.357,Insert the peg into the horizontal hole in a box; label inherited from source task.
202,7,maniskill_task_7,guide the peg into the hole on the box that faces horizontally.,FALSE,navigation,,inherited,assistant_reviewed,train,155,"23,988",0.357,Insert the peg into the horizontal hole in a box; label inherited from source task.
203,7,maniskill_task_7,place the peg through the box's horizontal aperture.,FALSE,navigation,,inherited,assistant_reviewed,train,155,"23,988",0.357,Insert the peg into the horizontal hole in a box; label inherited from source task.
204,7,maniskill_task_7,fit the peg securely into the horizontal hole in the box.,FALSE,navigation,,inherited,assistant_reviewed,train,155,"23,988",0.357,Insert the peg into the horizontal hole in a box; label inherited from source task.
205,7,maniskill_task_7,move the peg into the box through the horizontally aligned hole.,FALSE,navigation,,inherited,assistant_reviewed,train,155,"23,988",0.357,Insert the peg into the horizontal hole in a box; label inherited from source task.
206,7,maniskill_task_7,insert the peg in the box's side-facing horizontal opening.,FALSE,navigation,,inherited,assistant_reviewed,train,155,"23,988",0.357,Insert the peg into the horizontal hole in a box; label inherited from source task.
207,7,maniskill_task_7,push the peg inside the horizontal socket of the box.,FALSE,navigation,,inherited,assistant_reviewed,train,155,"23,988",0.357,Insert the peg into the horizontal hole in a box; label inherited from source task.
208,7,maniskill_task_7,align the peg horizontally with the box hole and insert it.,FALSE,navigation,,inherited,assistant_reviewed,train,155,"23,988",0.357,Insert the peg into the horizontal hole in a box; label inherited from source task.
209,7,maniskill_task_7,put the peg through the horizontally oriented opening in the box.,FALSE,navigation,,inherited,assistant_reviewed,train,155,"23,988",0.357,Insert the peg into the horizontal hole in a box; label inherited from source task.
210,7,maniskill_task_7,guide and insert the peg into the box's horizontal hole.,FALSE,navigation,,inherited,assistant_reviewed,train,155,"23,988",0.357,Insert the peg into the horizontal hole in a box; label inherited from source task.
211,8,maniskill_task_8,pick up the red cube and move it to a goal position.,TRUE,navigation,,source_label,source,train,143,"14,254",0.357,Move the red cube to a goal position; label inherited from source task.
212,8,maniskill_task_8,pick up the red cube and place it at the goal position.,FALSE,navigation,,inherited,assistant_reviewed,train,143,"14,254",0.357,Move the red cube to a goal position; label inherited from source task.
213,8,maniskill_task_8,grasp the red cube and move it to the target location.,FALSE,navigation,,inherited,assistant_reviewed,train,143,"14,254",0.357,Move the red cube to a goal position; label inherited from source task.
214,8,maniskill_task_8,lift the red cube and carry it to the goal.,FALSE,navigation,,inherited,assistant_reviewed,train,143,"14,254",0.357,Move the red cube to a goal position; label inherited from source task.
215,8,maniskill_task_8,move the red cube into its designated target position.,FALSE,navigation,,inherited,assistant_reviewed,train,143,"14,254",0.357,Move the red cube to a goal position; label inherited from source task.
216,8,maniskill_task_8,take the red cube and put it at the goal location.,FALSE,navigation,,inherited,assistant_reviewed,train,143,"14,254",0.357,Move the red cube to a goal position; label inherited from source task.
217,8,maniskill_task_8,grab the red cube and relocate it to the target.,FALSE,navigation,,inherited,assistant_reviewed,train,143,"14,254",0.357,Move the red cube to a goal position; label inherited from source task.
218,8,maniskill_task_8,place the red cube in the specified goal position.,FALSE,navigation,,inherited,assistant_reviewed,train,143,"14,254",0.357,Move the red cube to a goal position; label inherited from source task.
219,8,maniskill_task_8,pick the red cube up and set it down at the target spot.,FALSE,navigation,,inherited,assistant_reviewed,train,143,"14,254",0.357,Move the red cube to a goal position; label inherited from source task.
220,8,maniskill_task_8,transport the red cube to the indicated goal location.,FALSE,navigation,,inherited,assistant_reviewed,train,143,"14,254",0.357,Move the red cube to a goal position; label inherited from source task.
221,8,maniskill_task_8,grasp and transfer the red cube to its target position.,FALSE,navigation,,inherited,assistant_reviewed,train,143,"14,254",0.357,Move the red cube to a goal position; label inherited from source task.
222,8,maniskill_task_8,"lift the red cube, then place it at the goal.",FALSE,navigation,,inherited,assistant_reviewed,train,143,"14,254",0.357,Move the red cube to a goal position; label inherited from source task.
223,8,maniskill_task_8,move the selected red cube into the goal position.,FALSE,navigation,,inherited,assistant_reviewed,train,143,"14,254",0.357,Move the red cube to a goal position; label inherited from source task.
224,8,maniskill_task_8,pick up the red block and bring it to the target spot.,FALSE,navigation,,inherited,assistant_reviewed,train,143,"14,254",0.357,Move the red cube to a goal position; label inherited from source task.
225,8,maniskill_task_8,relocate the red cube from its current position to the goal.,FALSE,navigation,,inherited,assistant_reviewed,train,143,"14,254",0.357,Move the red cube to a goal position; label inherited from source task.
226,8,maniskill_task_8,carry the red cube over to the designated target position.,FALSE,navigation,,inherited,assistant_reviewed,train,143,"14,254",0.357,Move the red cube to a goal position; label inherited from source task.
227,8,maniskill_task_8,take hold of the red cube and place it at the goal location.,FALSE,navigation,,inherited,assistant_reviewed,train,143,"14,254",0.357,Move the red cube to a goal position; label inherited from source task.
228,8,maniskill_task_8,pick and place the red cube at the indicated target.,FALSE,navigation,,inherited,assistant_reviewed,train,143,"14,254",0.357,Move the red cube to a goal position; label inherited from source task.
229,8,maniskill_task_8,move the red block until it is positioned at the goal.,FALSE,navigation,,inherited,assistant_reviewed,train,143,"14,254",0.357,Move the red cube to a goal position; label inherited from source task.
230,8,maniskill_task_8,grasp the red cube and set it at the specified destination.,FALSE,navigation,,inherited,assistant_reviewed,train,143,"14,254",0.357,Move the red cube to a goal position; label inherited from source task.
231,8,maniskill_task_8,lift and reposition the red cube at the target location.,FALSE,navigation,,inherited,assistant_reviewed,train,143,"14,254",0.357,Move the red cube to a goal position; label inherited from source task.
232,8,maniskill_task_8,transfer the red cube to the marked goal position.,FALSE,navigation,,inherited,assistant_reviewed,train,143,"14,254",0.357,Move the red cube to a goal position; label inherited from source task.
233,8,maniskill_task_8,pick the red cube up and move it into the target area.,FALSE,navigation,,inherited,assistant_reviewed,train,143,"14,254",0.357,Move the red cube to a goal position; label inherited from source task.
234,8,maniskill_task_8,bring the red cube to its assigned goal position.,FALSE,navigation,,inherited,assistant_reviewed,train,143,"14,254",0.357,Move the red cube to a goal position; label inherited from source task.
235,8,maniskill_task_8,move the red block from where it is to the target spot.,FALSE,navigation,,inherited,assistant_reviewed,train,143,"14,254",0.357,Move the red cube to a goal position; label inherited from source task.
236,8,maniskill_task_8,grasp the red cube and place it in the goal location.,FALSE,navigation,,inherited,assistant_reviewed,train,143,"14,254",0.357,Move the red cube to a goal position; label inherited from source task.
237,8,maniskill_task_8,pick up the red cube and relocate it to its target.,FALSE,navigation,,inherited,assistant_reviewed,train,143,"14,254",0.357,Move the red cube to a goal position; label inherited from source task.
238,8,maniskill_task_8,carry the red cube to the specified destination.,FALSE,navigation,,inherited,assistant_reviewed,train,143,"14,254",0.357,Move the red cube to a goal position; label inherited from source task.
239,8,maniskill_task_8,lift the red block and position it at the indicated goal.,FALSE,navigation,,inherited,assistant_reviewed,train,143,"14,254",0.357,Move the red cube to a goal position; label inherited from source task.
240,8,maniskill_task_8,take the red cube to the goal and place it there.,FALSE,navigation,,inherited,assistant_reviewed,train,143,"14,254",0.357,Move the red cube to a goal position; label inherited from source task.
241,9,maniskill_task_9,lift up the red cube by 0.2 meters.,TRUE,navigation,,source_label,source,train,16,"1,440",0.357,Raise the red cube vertically by exactly 0.2 meters; label inherited from source task.
242,9,maniskill_task_9,raise the red cube by 0.2 meters.,FALSE,navigation,,inherited,assistant_reviewed,train,16,"1,440",0.357,Raise the red cube vertically by exactly 0.2 meters; label inherited from source task.
243,9,maniskill_task_9,lift the red cube 0.2 meters upward.,FALSE,navigation,,inherited,assistant_reviewed,train,16,"1,440",0.357,Raise the red cube vertically by exactly 0.2 meters; label inherited from source task.
244,9,maniskill_task_9,move the red cube upward by 0.2 meters.,FALSE,navigation,,inherited,assistant_reviewed,train,16,"1,440",0.357,Raise the red cube vertically by exactly 0.2 meters; label inherited from source task.
245,9,maniskill_task_9,raise the red block exactly 0.2 meters.,FALSE,navigation,,inherited,assistant_reviewed,train,16,"1,440",0.357,Raise the red cube vertically by exactly 0.2 meters; label inherited from source task.
246,9,maniskill_task_9,pick up the red cube and elevate it by 0.2 meters.,FALSE,navigation,,inherited,assistant_reviewed,train,16,"1,440",0.357,Raise the red cube vertically by exactly 0.2 meters; label inherited from source task.
247,9,maniskill_task_9,increase the red cube's height by 0.2 meters.,FALSE,navigation,,inherited,assistant_reviewed,train,16,"1,440",0.357,Raise the red cube vertically by exactly 0.2 meters; label inherited from source task.
248,9,maniskill_task_9,lift the red block vertically through a distance of 0.2 meters.,FALSE,navigation,,inherited,assistant_reviewed,train,16,"1,440",0.357,Raise the red cube vertically by exactly 0.2 meters; label inherited from source task.
249,9,maniskill_task_9,move the red cube 0.2 meters higher.,FALSE,navigation,,inherited,assistant_reviewed,train,16,"1,440",0.357,Raise the red cube vertically by exactly 0.2 meters; label inherited from source task.
250,9,maniskill_task_9,elevate the red cube by twenty centimeters.,FALSE,navigation,,inherited,assistant_reviewed,train,16,"1,440",0.357,Raise the red cube vertically by exactly 0.2 meters; label inherited from source task.
251,9,maniskill_task_9,raise the red cube vertically by 20 centimeters.,FALSE,navigation,,inherited,assistant_reviewed,train,16,"1,440",0.357,Raise the red cube vertically by exactly 0.2 meters; label inherited from source task.
252,9,maniskill_task_9,lift the red block upward a distance of twenty centimeters.,FALSE,navigation,,inherited,assistant_reviewed,train,16,"1,440",0.357,Raise the red cube vertically by exactly 0.2 meters; label inherited from source task.
253,9,maniskill_task_9,move the red cube straight up by 0.2 meters.,FALSE,navigation,,inherited,assistant_reviewed,train,16,"1,440",0.357,Raise the red cube vertically by exactly 0.2 meters; label inherited from source task.
254,9,maniskill_task_9,raise the height of the red cube by 0.2 meters.,FALSE,navigation,,inherited,assistant_reviewed,train,16,"1,440",0.357,Raise the red cube vertically by exactly 0.2 meters; label inherited from source task.
255,9,maniskill_task_9,pick the red cube up by twenty centimeters.,FALSE,navigation,,inherited,assistant_reviewed,train,16,"1,440",0.357,Raise the red cube vertically by exactly 0.2 meters; label inherited from source task.
256,9,maniskill_task_9,elevate the red block exactly 0.2 meters above its current height.,FALSE,navigation,,inherited,assistant_reviewed,train,16,"1,440",0.357,Raise the red cube vertically by exactly 0.2 meters; label inherited from source task.
257,9,maniskill_task_9,lift the red cube until it is 0.2 meters higher.,FALSE,navigation,,inherited,assistant_reviewed,train,16,"1,440",0.357,Raise the red cube vertically by exactly 0.2 meters; label inherited from source task.
258,9,maniskill_task_9,move the red block vertically upward by twenty centimeters.,FALSE,navigation,,inherited,assistant_reviewed,train,16,"1,440",0.357,Raise the red cube vertically by exactly 0.2 meters; label inherited from source task.
259,9,maniskill_task_9,raise the red cube from its current position by 0.2 meters.,FALSE,navigation,,inherited,assistant_reviewed,train,16,"1,440",0.357,Raise the red cube vertically by exactly 0.2 meters; label inherited from source task.
260,9,maniskill_task_9,lift the red cube straight upward by twenty centimeters.,FALSE,navigation,,inherited,assistant_reviewed,train,16,"1,440",0.357,Raise the red cube vertically by exactly 0.2 meters; label inherited from source task.
261,9,maniskill_task_9,elevate the cube colored red by 0.2 meters.,FALSE,navigation,,inherited,assistant_reviewed,train,16,"1,440",0.357,Raise the red cube vertically by exactly 0.2 meters; label inherited from source task.
262,9,maniskill_task_9,move the red cube up exactly 20 centimeters.,FALSE,navigation,,inherited,assistant_reviewed,train,16,"1,440",0.357,Raise the red cube vertically by exactly 0.2 meters; label inherited from source task.
263,9,maniskill_task_9,raise the red block 0.2 meters above where it is now.,FALSE,navigation,,inherited,assistant_reviewed,train,16,"1,440",0.357,Raise the red cube vertically by exactly 0.2 meters; label inherited from source task.
264,9,maniskill_task_9,lift the red cube through a vertical displacement of 0.2 meters.,FALSE,navigation,,inherited,assistant_reviewed,train,16,"1,440",0.357,Raise the red cube vertically by exactly 0.2 meters; label inherited from source task.
265,9,maniskill_task_9,increase the red block's vertical position by twenty centimeters.,FALSE,navigation,,inherited,assistant_reviewed,train,16,"1,440",0.357,Raise the red cube vertically by exactly 0.2 meters; label inherited from source task.
266,9,maniskill_task_9,pick up and raise the red cube by 0.2 meters.,FALSE,navigation,,inherited,assistant_reviewed,train,16,"1,440",0.357,Raise the red cube vertically by exactly 0.2 meters; label inherited from source task.
267,9,maniskill_task_9,elevate the red cube vertically by exactly twenty centimeters.,FALSE,navigation,,inherited,assistant_reviewed,train,16,"1,440",0.357,Raise the red cube vertically by exactly 0.2 meters; label inherited from source task.
268,9,maniskill_task_9,move the red block upward until it is 0.2 meters higher.,FALSE,navigation,,inherited,assistant_reviewed,train,16,"1,440",0.357,Raise the red cube vertically by exactly 0.2 meters; label inherited from source task.
269,9,maniskill_task_9,lift the red cube to a point twenty centimeters above its start.,FALSE,navigation,,inherited,assistant_reviewed,train,16,"1,440",0.357,Raise the red cube vertically by exactly 0.2 meters; label inherited from source task.
270,9,maniskill_task_9,raise the red cube by a vertical distance of 0.2 meters.,FALSE,navigation,,inherited,assistant_reviewed,train,16,"1,440",0.357,Raise the red cube vertically by exactly 0.2 meters; label inherited from source task.
271,10,maniskill_task_10,return the red cube to the position it occupied before it was moved.,TRUE,temporal,,source_label,source,train,,,2.500,Synthetic temporal-memory source task; requires recall of the red cube's immediately previous position.
272,10,maniskill_task_10,move the red cube back to its previous position.,FALSE,temporal,,inherited,assistant_reviewed,train,,,2.500,Synthetic temporal-memory source task; requires recall of the red cube's immediately previous position.
273,10,maniskill_task_10,place the red cube at the location it occupied before its last move.,FALSE,temporal,,inherited,assistant_reviewed,train,,,2.500,Synthetic temporal-memory source task; requires recall of the red cube's immediately previous position.
274,10,maniskill_task_10,restore the red cube to its prior location.,FALSE,temporal,,inherited,assistant_reviewed,train,,,2.500,Synthetic temporal-memory source task; requires recall of the red cube's immediately previous position.
275,10,maniskill_task_10,take the red cube back to where it was previously.,FALSE,temporal,,inherited,assistant_reviewed,train,,,2.500,Synthetic temporal-memory source task; requires recall of the red cube's immediately previous position.
276,10,maniskill_task_10,relocate the red cube to the position it held before being moved.,FALSE,temporal,,inherited,assistant_reviewed,train,,,2.500,Synthetic temporal-memory source task; requires recall of the red cube's immediately previous position.
277,10,maniskill_task_10,put the red cube back in its earlier location.,FALSE,temporal,,inherited,assistant_reviewed,train,,,2.500,Synthetic temporal-memory source task; requires recall of the red cube's immediately previous position.
278,10,maniskill_task_10,return the red block to the spot it occupied immediately before the current one.,FALSE,temporal,,inherited,assistant_reviewed,train,,,2.500,Synthetic temporal-memory source task; requires recall of the red cube's immediately previous position.
279,10,maniskill_task_10,move the red cube from its current location back to its preceding position.,FALSE,temporal,,inherited,assistant_reviewed,train,,,2.500,Synthetic temporal-memory source task; requires recall of the red cube's immediately previous position.
280,10,maniskill_task_10,restore the red block to its last position before relocation.,FALSE,temporal,,inherited,assistant_reviewed,train,,,2.500,Synthetic temporal-memory source task; requires recall of the red cube's immediately previous position.
281,10,maniskill_task_10,place the cube colored red where it was before the most recent move.,FALSE,temporal,,inherited,assistant_reviewed,train,,,2.500,Synthetic temporal-memory source task; requires recall of the red cube's immediately previous position.
282,10,maniskill_task_10,take the red block back to its previous recorded location.,FALSE,temporal,,inherited,assistant_reviewed,train,,,2.500,Synthetic temporal-memory source task; requires recall of the red cube's immediately previous position.
283,10,maniskill_task_10,move the red cube back to the location it came from.,FALSE,temporal,,inherited,assistant_reviewed,train,,,2.500,Synthetic temporal-memory source task; requires recall of the red cube's immediately previous position.
284,10,maniskill_task_10,return the red block to its earlier position before the transfer.,FALSE,temporal,,inherited,assistant_reviewed,train,,,2.500,Synthetic temporal-memory source task; requires recall of the red cube's immediately previous position.
285,10,maniskill_task_10,reposition the red cube at the location it occupied one move ago.,FALSE,temporal,,inherited,assistant_reviewed,train,,,2.500,Synthetic temporal-memory source task; requires recall of the red cube's immediately previous position.
286,10,maniskill_task_10,put the red cube back where it had been before.,FALSE,temporal,,inherited,assistant_reviewed,train,,,2.500,Synthetic temporal-memory source task; requires recall of the red cube's immediately previous position.
287,10,maniskill_task_10,restore the red cube to the position preceding its current position.,FALSE,temporal,,inherited,assistant_reviewed,train,,,2.500,Synthetic temporal-memory source task; requires recall of the red cube's immediately previous position.
288,10,maniskill_task_10,move the red block back to its last known position before relocation.,FALSE,temporal,,inherited,assistant_reviewed,train,,,2.500,Synthetic temporal-memory source task; requires recall of the red cube's immediately previous position.
289,10,maniskill_task_10,return the red cube to the location from which it was moved.,FALSE,temporal,,inherited,assistant_reviewed,train,,,2.500,Synthetic temporal-memory source task; requires recall of the red cube's immediately previous position.
290,10,maniskill_task_10,place the red cube in the prior position remembered from before the move.,FALSE,temporal,,inherited,assistant_reviewed,train,,,2.500,Synthetic temporal-memory source task; requires recall of the red cube's immediately previous position.
291,10,maniskill_task_10,undo the most recent move by returning the red cube to its earlier location.,FALSE,temporal,,inherited,assistant_reviewed,train,,,2.500,Synthetic temporal-memory source task; requires recall of the red cube's immediately previous position.
292,10,maniskill_task_10,reverse the red cube's last relocation and restore its prior position.,FALSE,temporal,,inherited,assistant_reviewed,train,,,2.500,Synthetic temporal-memory source task; requires recall of the red cube's immediately previous position.
293,10,maniskill_task_10,move the red cube back to the spot it occupied previously.,FALSE,temporal,,inherited,assistant_reviewed,train,,,2.500,Synthetic temporal-memory source task; requires recall of the red cube's immediately previous position.
294,10,maniskill_task_10,return the red block to the location it was in before its latest movement.,FALSE,temporal,,inherited,assistant_reviewed,train,,,2.500,Synthetic temporal-memory source task; requires recall of the red cube's immediately previous position.
295,10,maniskill_task_10,restore the red cube to the exact position it had before it moved.,FALSE,temporal,,inherited,assistant_reviewed,train,,,2.500,Synthetic temporal-memory source task; requires recall of the red cube's immediately previous position.
296,10,maniskill_task_10,place the red cube back at its former location.,FALSE,temporal,,inherited,assistant_reviewed,train,,,2.500,Synthetic temporal-memory source task; requires recall of the red cube's immediately previous position.
297,10,maniskill_task_10,take the red cube to its immediately previous position.,FALSE,temporal,,inherited,assistant_reviewed,train,,,2.500,Synthetic temporal-memory source task; requires recall of the red cube's immediately previous position.
298,10,maniskill_task_10,return the red block to the starting point of its most recent move.,FALSE,temporal,,inherited,assistant_reviewed,train,,,2.500,Synthetic temporal-memory source task; requires recall of the red cube's immediately previous position.
299,10,maniskill_task_10,move the red cube back to where it was just before relocation.,FALSE,temporal,,inherited,assistant_reviewed,train,,,2.500,Synthetic temporal-memory source task; requires recall of the red cube's immediately previous position.
300,10,maniskill_task_10,restore the red cube to the position it occupied prior to its current location.,FALSE,temporal,,inherited,assistant_reviewed,train,,,2.500,Synthetic temporal-memory source task; requires recall of the red cube's immediately previous position.
